surrogate_key,natural_key,customer_region,customer_city,customer_state,valid_from,valid_to,is_current
af86f6b1-fa69-4571-a413-ddf609ccba9c,85d234692f7bee8d6fea586e237334b6,sudeste,sumare,SP,2026-07-04,,True
7a35d361-3391-4857-8f15-20b1b03fa6c9,fe3634ccefbcdb0537b45fd589e32e8e,sudeste,guarulhos,SP,2026-07-04,,True
834e72b0-1720-42d9-8f5e-1dc608aa1920,40febde16f4718a5def537786473b0be,sul,novo hamburgo,RS,2026-07-04,,True
c78d2abd-e796-4a8f-89a4-d20be65c4019,07d190f123147d9e89d4b922543d7948,nordeste,sao luis,MA,2026-07-04,,True
a274bb71-2927-433f-b2da-44eb19216fe7,dd992305cba295d997f263dbdf4e8c2e,sul,sao jose,SC,2026-07-04,,True
fef222f0-a4c4-4207-bf17-2495951277ba,86085586aaa8c5f47ed0b400da64c59d,sudeste,guarulhos,SP,2026-07-04,,True
4055b3e6-a854-49e9-a0bd-7869d5ad87f2,5ad58a4e6a1a656b6bed070cadbaa003,sudeste,santa barbara,MG,2026-07-04,,True
3e2d04c3-70b7-4957-9551-74b9dbb4c84c,c9158d089637ab443c78984d20da7fc0,sudeste,sao paulo,SP,2026-07-04,,True
d5978ff7-0716-4690-afae-c73fdc085432,66cc90195ca44cc7ac6a1cd0e1e1e7b2,sudeste,guarulhos,SP,2026-07-04,,True
1a4d456d-faf4-4bef-86ba-faf190bf0136,91ec50a00ae74d0a229d2efdf4344e1e,sudeste,ribeirao preto,SP,2026-07-04,,True
274156f8-5431-489a-b067-bfe47aae89a1,d251c190ca75786e9ab937982d60d1d4,sudeste,belo horizonte,MG,2026-07-04,,True
0a3738cd-f69d-4ec0-bbbd-4c9988474a7b,233896de79986082f1f479f1f85281cb,sudeste,ituiutaba,MG,2026-07-04,,True
ff1ba0dc-953c-4cec-8953-cf084cad448d,a8ae36a2bb6c2bbc3b5d62ede131c9ef,sudeste,taquarituba,SP,2026-07-04,,True
9cd6ce1d-76d5-48e6-8ad9-9ab0efee5717,8d46223c91cbeb93e0930ca8bd8ffca2,sul,sao jose dos pinhais,PR,2026-07-04,,True
b8d4bbfa-687d-4bb3-82e5-97c513b9de5b,e021e698833bdeb89dfef3acb2e91f37,sul,jaragua do sul,SC,2026-07-04,,True
f7d528fe-bcba-4dd9-ab6c-5b33ad3cacee,27cf4b153010911a0957150255a6c6db,sudeste,sao paulo,SP,2026-07-04,,True
23a17972-829d-43f3-81a3-2266305c78da,7ce5b57a120a2da6a804afa58ffcbfb5,sudeste,montes claros,MG,2026-07-04,,True
10eb0b5e-c8ed-422a-81b5-47dbaee670d9,d33eeadf54cb883e79be640f38c32cdc,sudeste,barrinha,SP,2026-07-04,,True
e7ea4d13-03e8-4ee7-87a8-9d8bdb58aa81,3da7750bf3c1dbd724624a60a9f5942b,sudeste,rio de janeiro,RJ,2026-07-04,,True
278ff84d-cabc-4aa4-82cf-41e3bdd55251,d85547cd859833520b311b4458a14c1c,sudeste,parati,RJ,2026-07-04,,True
35ad48f0-61dc-41d1-94f9-df0ac6915084,3af0b2f7654f613ff1527b997a2ac57e,centro_oeste,dourados,MS,2026-07-04,,True
17064831-405e-41b3-a06d-60e258cbf333,3d49f4455a3947c8dd7e972b3ad8cb76,sudeste,sao paulo,SP,2026-07-04,,True
8d5bc4e8-1037-4dc4-bdb4-0c9d7fb46a7d,b03e9d9818ee170e9d6b983803c7d406,centro_oeste,trindade,GO,2026-07-04,,True
28b64628-0d56-4f41-8b91-9e9efec5f4ce,a302a693d5722d95984e6472150b9391,sul,cascavel,PR,2026-07-04,,True
d90666c3-304a-4625-bbcf-2dd000571c40,c80da60feddb7cf8325bd104032e314a,nordeste,fortaleza,CE,2026-07-04,,True
426fc84b-b610-404a-8651-23af31d7d5e3,a2b8841410cf77619574d311cd06fd5e,centro_oeste,brasilia,DF,2026-07-04,,True
bf11b542-abb1-43f5-b190-46d288861992,7677c213007e9a6ec9267ea50b5ce5bc,sudeste,sao paulo,SP,2026-07-04,,True
ccb940f1-3798-4025-b6e3-effbedb04b80,0c17f9ac28cbd7323f0f4043e9db5907,sul,pelotas,RS,2026-07-04,,True
a81f5686-536c-485d-9598-1911b9e7d9c1,332cf4e83e16004ba7dca932ce82475b,sul,porto alegre,RS,2026-07-04,,True
60ce76d0-0df9-4940-acaf-f4d24d404554,0d516ca029d6a28d5cfddd80b27a26dc,sudeste,rio de janeiro,RJ,2026-07-04,,True
ffc3c16e-bea1-4bdd-9c2b-e578a173128f,b3548d0cec408ae13d143bb4eeebaa6c,sudeste,salto,SP,2026-07-04,,True
f0c3d56f-c7ec-40ff-8c2f-574b07a3f194,c3293e875ffb1116018edf76d24e52a2,sudeste,belo horizonte,MG,2026-07-04,,True
22c37acf-58fb-47d9-82ed-3955eb34a082,d89e05e2d23c3d8247aeecd07758004b,sudeste,jundiai,SP,2026-07-04,,True
9e6ceee9-ff6a-458d-a420-0e6e696722e2,dad5018ffc0de85eb72f72575b552784,sudeste,cachoeiro de itapemirim,ES,2026-07-04,,True
5ce592f0-6e1d-482b-94f6-2fcab9bd3abe,95700615deef776ed32faa08f0be634e,sudeste,cacapava,SP,2026-07-04,,True
8eb5f197-b53f-4264-938b-874de9edafc1,b157c176c3fe04914fde33f2dc8b878a,nordeste,fortaleza,CE,2026-07-04,,True
8afc063c-22ae-4dab-bee9-50a83d529099,d4397835ae287e492b186d497099439a,sudeste,sao vicente,SP,2026-07-04,,True
ceefb244-6d61-4b72-be0a-9b21f2546286,76b029c87118a29f2e3de420f5ec2fa2,sudeste,uberlandia,MG,2026-07-04,,True
a21efa2e-a8ce-463c-99f4-5fa51857d6c3,7eaa86786b5955ab188db287f4726d79,sudeste,botelhos,MG,2026-07-04,,True
03a64a83-fdb6-4167-91c7-ae07dc8e4476,b436a108536c1dabbc1d3e808d782df9,sudeste,sao goncalo,RJ,2026-07-04,,True
661c9b4c-0549-4c60-8213-4c900f4621ab,cd076285a12f40041b32f5ad8c98699f,sudeste,sao paulo,SP,2026-07-04,,True
781ce3d8-21b8-4ce1-b84b-41865057ad39,cf6d4152d758efc43910e0141ae5b912,sudeste,sao paulo,SP,2026-07-04,,True
e732fbc0-21d6-4930-8aa0-8056f75a9939,468d559ef2dcd2bea6d8db78959fb90f,sul,araucaria,PR,2026-07-04,,True
5781dc8c-d62b-4dbe-81b8-e1cc2a39f60e,7556f182460418cf30957e6ce377c674,sudeste,sao vicente,SP,2026-07-04,,True
b7494627-372b-4cf4-b81a-53702d07af4c,e5dbefdfdf3eff75c8e6cd655f128279,sudeste,nova iguacu,RJ,2026-07-04,,True
9d67ada3-55ef-48a4-a1f8-73d77bce9238,67d21c8bea9d6017d1b124d3879dd815,sudeste,sao paulo,SP,2026-07-04,,True
b2936d11-e56f-4f88-a48b-29398d5b1161,fd2d5fdb84e65fa6b54b98b0e2df5645,nordeste,areia branca,RN,2026-07-04,,True
dd77599e-d17e-40df-a99a-ec1f9bd4d74f,d491a65a6ef3c04e145d37395996bad7,sudeste,sao paulo,SP,2026-07-04,,True
c4e35029-26d7-4057-87df-72c83fd21c79,6edd17d0a29e2d4057e694afee5eaa3b,sudeste,campos dos goytacazes,RJ,2026-07-04,,True
eeae858e-1ac3-49f4-bfa9-b0e297e0f20e,bf6e263ffc1f89999827615522b0aa45,sudeste,sao carlos,SP,2026-07-04,,True
7007551c-9922-4e18-8c25-386fc1f34ac4,6d3f61e35d0422fd8cae65b1798784be,sudeste,sao paulo,SP,2026-07-04,,True
aa3b984d-b36b-4b3e-962a-7b37ed863fc3,a9a77b4e25980b7ca58cb71f878abb27,sudeste,itajuba,MG,2026-07-04,,True
0be497ca-8e5d-41c4-a842-36430b566a54,eca666aec08df69fe31aa9a11d4a3302,sul,porto alegre,RS,2026-07-04,,True
dd573855-2ccf-4fd0-8c31-7f3c50d3397b,7a380cb5434e6b6b5b37d45bb99dbe8a,sudeste,sao bernardo do campo,SP,2026-07-04,,True
4683e3bd-a750-4e3e-b18f-f6caeaf51d32,463093247faa080167d77f2e6d1b297d,sudeste,salto,SP,2026-07-04,,True
208375d9-2016-4217-82b5-b6eb52514cf4,914b142462685e3161cf3a9f4152a028,nordeste,cruz das almas,BA,2026-07-04,,True
a792026b-9a4e-4218-9de6-b94bfed91d19,e235442a956c524e6c141141171f5801,sudeste,vassouras,RJ,2026-07-04,,True
7d5440b6-fc6d-4be4-87fc-b53bd591140f,4a4de987b37555970ffcc9608d858a72,nordeste,feira de santana,BA,2026-07-04,,True
c5b721cf-37cb-4efc-973a-6a58ec81a3fc,44e9a1246448bd68a2e3bf0f1966c57a,sudeste,sao paulo,SP,2026-07-04,,True
4295f526-12ac-4382-9bd8-984d5378fafd,b4d6e1b900d99b52e901860bc1f44e35,centro_oeste,brasilia,DF,2026-07-04,,True
c003fe62-d251-42b6-96e2-6171ad0a9c9a,809353196a0456095716566dd226bb48,sudeste,sao carlos,SP,2026-07-04,,True
75690eb0-4cde-4914-afe5-8b6394160dee,9e1f719fe5b17b9c51905fee6d6385c1,sudeste,sao paulo,SP,2026-07-04,,True
a4175146-868f-481c-8852-9211e2a2941f,94b731a41867b47c3856e324840c4c99,sudeste,sao paulo,SP,2026-07-04,,True
f0bc29c0-4fbc-4e9f-a3ff-1fe0a8bc2741,694cb45ff29b603ac2acd51016770097,sudeste,niteroi,RJ,2026-07-04,,True
2d0dfb2d-eeb1-4a58-b2e3-cdde989a5ce7,9dbb05f5577e862337b93feb8f358839,nordeste,sao luis,MA,2026-07-04,,True
e7f02da7-150d-45ae-b3e0-2377ebb23454,2b6082a140c439e2df870c85b0aa5e88,sudeste,sao paulo,SP,2026-07-04,,True
4facdd1c-056e-4ba1-bdc2-81dbde3553a1,eab761ccdba80c5b9a7f01b16543da0f,sudeste,sao paulo,SP,2026-07-04,,True
5c2a6ac8-f629-4df2-b6f9-a89a85167165,4071d48a2d0d0bf179c06fc42b962e1f,sul,jaragua do sul,SC,2026-07-04,,True
bf448a32-5543-4b84-9945-090538b034d8,90d479448b39ad9586d05da64cfb695b,nordeste,sobral,CE,2026-07-04,,True
e343158d-5b72-4fbe-ba0f-c892a07f33c4,7b24d0e6584ac5a21ec1256d96965500,sudeste,divinopolis,MG,2026-07-04,,True
0053a06c-f238-4d0a-9837-eef75dbb752f,7981196c7252350915beb9a7367d40b2,sudeste,mogi das cruzes,SP,2026-07-04,,True
0439ab06-0ec7-4d47-be7c-a42d063e689e,9d0ac1cdbfc919d676e2c2377abb32c1,centro_oeste,brasilia,DF,2026-07-04,,True
0c7077d5-6985-4594-bad7-b0b05ff9bfc6,b1a049b952fdc19b69b2865c29986b9c,sudeste,sao paulo,SP,2026-07-04,,True
26a913b4-c3dc-4240-954a-cc70eff0a7ff,1f6d48610f32c723924f9af3e88f1c64,sudeste,sao paulo,SP,2026-07-04,,True
4e689bda-bc5a-4344-91e3-daec9a31661a,fa7e6f153b7724fda5c1d7cc7b9ae4ec,sudeste,paraiba do sul,RJ,2026-07-04,,True
1dacc17a-2199-464f-b46c-dd15a6d07df1,8728c766c84eeda24b3e54fe6e632051,nordeste,paulista,PE,2026-07-04,,True
f9f6916e-1338-43cd-b0bf-8b21a23a0664,4bc7250d4b42b3374eb6f41b12429592,sudeste,sao paulo,SP,2026-07-04,,True
909c0964-4e40-4d69-9187-37368df03088,29f61e71b90b55a988f45a66bb91bfb7,sudeste,carapicuiba,SP,2026-07-04,,True
70086207-6dae-45cf-a2db-fd80598b7087,13ac6da47fef1b17b16f511e03b57918,sudeste,sao paulo,SP,2026-07-04,,True
215aa8c7-dd98-486a-b1d0-e8629b5caa20,9553802042571deac62d5789ed18a241,sul,bom principio,RS,2026-07-04,,True
32509053-ae06-4de0-a5dd-a4c5263bbedb,37e1a83b513512531032b4a9c43bab5d,sudeste,sao paulo,SP,2026-07-04,,True
df19e87b-77b0-4010-b7fc-b735925b37ef,60f874c577dc096ecd52bd0bf6bd5942,sudeste,astolfo dutra,MG,2026-07-04,,True
d6098e13-5146-4378-91a6-69519c3c8d16,eabd76f3506262b0db0dda1d48394a9b,sul,curitiba,PR,2026-07-04,,True
3e3ec27f-8ea4-4b7f-9ebd-ce8ded3ef9b9,93bf5d4e752358fa9ea738ebf793cb79,sudeste,belo horizonte,MG,2026-07-04,,True
e1b61bc2-436f-43ef-bcfe-89e59ec2b29f,24a5c2b24a4467c37e2f54c1b311de93,sul,marialva,PR,2026-07-04,,True
48472e5e-e7ac-405f-8526-1e46b9273870,54fccbde5e005f2dbc6ad8d5473c9ac7,sudeste,sao paulo,SP,2026-07-04,,True
83eef2b6-7a58-438f-b051-e2dcc60d6164,1bdff446efb5846d0969eaf8978d4342,sudeste,sao jose do rio preto,SP,2026-07-04,,True
2377adef-291f-4cb4-b4d6-008335ee3f0f,52e57dd9218d99ea21b26f00c9151761,sudeste,cabo frio,RJ,2026-07-04,,True
c11b6c4c-f67d-492e-8f0a-946c14295842,d04c37e1699d05ba4f5fe7cf2bffc97a,sudeste,contagem,MG,2026-07-04,,True
8781cb15-afc7-41b7-8f3e-df2507f8c9fe,82e96a74eeb99b61395a1403630fe437,sudeste,uberlandia,MG,2026-07-04,,True
ce626d76-74c5-4f9f-a9b5-0eedec83407b,7b3b8cf6cef1b5fb3f47348a33cd6d42,sul,cafeara,PR,2026-07-04,,True
7a81cffe-c161-4867-b03c-652c5f2e7914,f32cdbbeca0aba5358bddc018dd12b09,sul,porto alegre,RS,2026-07-04,,True
473ccaef-3d46-4429-b6cb-209cae0ad15d,2e61eefc516ee26837d29fd3d76530fa,sudeste,sao joaquim da barra,SP,2026-07-04,,True
31cbbbae-f1dd-4609-b798-1a553d51e46b,ca19a17e381182923b66007a351574b7,sul,foz do iguacu,PR,2026-07-04,,True
b107f3da-10c5-47c0-b2cd-3d0c4627c0b4,96b1c916f245f2462efcde3fce04bc3e,sudeste,belo horizonte,MG,2026-07-04,,True
f0d9d221-8f53-4ee7-a22f-8bfb8e85502b,5ece49e012285b9003d084a4ea8a9c94,sudeste,sao bernardo do campo,SP,2026-07-04,,True
95debe40-a406-476a-9526-bf9c6e13d497,5d348bbc0f1a5cc45c3e4b93b8c9f802,sudeste,sao goncalo,RJ,2026-07-04,,True
676da14c-54f1-49c7-9905-09124e6d7866,b6c083700ca8c135ba9f0f132930d4e8,sudeste,suzano,SP,2026-07-04,,True
f080895a-e9a2-468d-8b46-4a47ff197030,1a7a10e9273fca58179bdd0d40843b0c,sudeste,guarulhos,SP,2026-07-04,,True
d47e9b9c-e3be-4aa5-a76d-daa0d3579442,f34cd7fd85a1f8baff886edf09567be3,sul,timbo,SC,2026-07-04,,True
364a2656-f11f-4331-8f96-5a8219e4f7c7,67626c49069bdf05ff127d59a6649948,sul,camboriu,SC,2026-07-04,,True
0fda2504-9fd6-48be-b910-89210dd7da40,56636fd22de1a315b8a50d45cf94d859,sul,nova bassano,RS,2026-07-04,,True
033c040a-9903-4dc7-8328-f1ac5409f226,34c6f984b590bbfe3d4d6c76007c0b1c,sul,rio grande,RS,2026-07-04,,True
da4f4fa9-089c-45a5-8110-9714e5d16f01,9bbfdf9f7f65b58481e1ed110a2eed46,centro_oeste,brasilia,DF,2026-07-04,,True
40e83ebe-22d9-48c8-b783-c5151df13379,0567f279c243671842613f581ed3462c,sudeste,braganca paulista,SP,2026-07-04,,True
28bed851-351c-4da3-a909-5bedab4786b3,30a7c7292c38ac22477fcb75306ac4ef,centro_oeste,barra do garcas,MT,2026-07-04,,True
d435aa15-fcf4-4d23-9d9e-c5f98c4eeb76,ba66b6edd0756a62cb11be4d4655ed32,sudeste,sao paulo,SP,2026-07-04,,True
09018f39-b774-4371-8641-d36365a13092,91e6fd64694fa9a828270d442ba88e03,sudeste,embu,SP,2026-07-04,,True
df42045f-090b-4ad0-96fe-85dc0c62e5cc,87edab6661956d4d2f05e205251cf1a4,sudeste,sao bernardo do campo,SP,2026-07-04,,True
7360957d-fdd1-487f-9008-44a3c47910e3,1d4626b197f66aa6129c135ab09f1a7b,centro_oeste,brasilia,DF,2026-07-04,,True
68729fed-45ad-41a9-84af-6ecbb29626f9,bb50112c998293f45f49f49704165768,sul,urussanga,SC,2026-07-04,,True
75f5b4c0-241f-4c1b-8998-09db09032064,113bdaf5255ce5a458057ebf9975befb,sudeste,silvianopolis,MG,2026-07-04,,True
7b1ae850-a20c-43de-9e38-80c1a6dbd7e8,7aeb8dc11cd50c32f37fea0435c4e9b1,sudeste,sao paulo,SP,2026-07-04,,True
91d0dd56-5f60-448c-8971-772c28110bbc,b778de6d690edae39654f4444e081771,sudeste,gameleiras,MG,2026-07-04,,True
f8c156f2-8619-44df-96ea-60bc2d82be81,ef6b4c0581dbf34e6eb5e33e0094c445,norte,belem,PA,2026-07-04,,True
43ba443d-f5ff-454a-a9de-770cab395b93,8dfb24fac32ec7170821d2be63fa9c1c,sudeste,pocos de caldas,MG,2026-07-04,,True
55195d0a-e66d-47c5-9e50-9c87487f7630,be1e99a0c57d7c3c699cfc4db26c8edf,sudeste,contagem,MG,2026-07-04,,True
f3c395fe-f863-4833-a607-85a23ba4f6af,337691bc9242e1d53d521ed78a12ab8d,sudeste,santos,SP,2026-07-04,,True
a637a8b9-b2e1-4b7d-a5dd-746b5fe3362c,05aa2ef3623cdba9ca3e83b91f1eee5c,sudeste,piracaia,SP,2026-07-04,,True
ae5fc1ea-58e2-46cb-8a44-e9d321c4954c,466c3a741a952640c1984a48ebbffbf9,sudeste,rio de janeiro,RJ,2026-07-04,,True
5e68d049-46a7-4ec1-95b2-5cb5779beaa3,09f54e88196d12eba479017f13f0e237,sudeste,santos,SP,2026-07-04,,True
67231f3e-43f1-4470-a147-45899de44ad1,b49d79cdef655bb4cdf8223390c20524,centro_oeste,sinop,MT,2026-07-04,,True
7203bf0d-9b26-4ab6-b733-2b61e20bca7f,ad28944afc91824e30366a595654aaa4,sudeste,guaruja,SP,2026-07-04,,True
cd735de2-9153-4ec3-ac37-33d08db0f44b,0b48151c4ac827afeee06ce2d77cc343,sudeste,barueri,SP,2026-07-04,,True
c9bad3eb-d083-43e6-9fe5-360e2de2f210,755bdc2822a8f01cfcec19ae4dcaae66,sudeste,sao paulo,SP,2026-07-04,,True
27ed9c42-5b84-423c-82a8-7af892a4b611,a4813c3f53f0652da225d8410cc615a0,sul,feliz,RS,2026-07-04,,True
c357a514-1b8a-4583-a282-277116d9346a,2eac18b475d7d985f0ab52b9c010f59f,sudeste,sao paulo,SP,2026-07-04,,True
a4d1f607-e6d9-4d48-ac61-33a19dfd9f6b,de53649541ad2006de823720ad65ca77,sudeste,belo horizonte,MG,2026-07-04,,True
26d7b277-2312-48aa-bee7-0d51be0a9fc9,610d3e47ad4921adc40aa9fd6bbeeaa5,sudeste,jambeiro,SP,2026-07-04,,True
d3a8fa1f-33e8-4911-ad18-bc8efd1775a2,1da2a3343d3e10a969375849ac5b7f1f,sudeste,sao jose do rio preto,SP,2026-07-04,,True
e25d72df-4b2d-466d-86df-34daff353fa2,3321a75303831a580b0973bbf54900da,sudeste,ipatinga,MG,2026-07-04,,True
9424fa42-137d-49cb-9a50-a773aa9befe6,7a78c6e53163e36c68d2f22f5909b0eb,sudeste,tupa,SP,2026-07-04,,True
afcd1eff-206b-4246-b74b-487444897192,629fb99609e4613c746af4eaa455c91a,sudeste,sao paulo,SP,2026-07-04,,True
c405425d-3ea1-4c53-aab2-f1f600901870,a296df1cf7557b871094bda3d269972e,centro_oeste,brasilia,DF,2026-07-04,,True
f18f386d-7703-4d50-829b-895aeb577d0b,237c219a24b6a3183a216a5ca00f6edf,sul,blumenau,SC,2026-07-04,,True
d901d7a7-4d47-45cd-b6b0-f66791e3a8e4,49d79c76cf12065b7a08103cdba3e1b8,sudeste,moncoes,SP,2026-07-04,,True
db77868b-f775-4890-a55d-4ea14cb905bb,59150cde6405fb8f31f6dd1882d15754,sudeste,rio de janeiro,RJ,2026-07-04,,True
67d60503-01f2-4036-b74f-6d4db5671366,a05262e3e3de722e0a42cfa3b48e622c,sudeste,sao paulo,SP,2026-07-04,,True
2f181410-60cd-415e-95d3-67a916e6c462,f62f269f9ce7c41d20a90f70df873f42,sul,balneario camboriu,SC,2026-07-04,,True
1a514877-446a-4566-b900-2ee8e535dbe8,6e4188c01246d30b20d17a1ed42094fe,sudeste,rio de janeiro,RJ,2026-07-04,,True
efcfec7a-0a84-4787-b071-b156cff3b82d,8377420a8b3549f6f40dca93815ee602,sudeste,sao paulo,SP,2026-07-04,,True
e27a4992-262f-4599-997d-d9d45f9f896c,43676e9993577d1991036ea6720213de,nordeste,vargem grande,MA,2026-07-04,,True
73237021-e828-44d8-b3e9-964471232c31,8dc17b53543ee0ff19970896cfc6c750,centro_oeste,rio brilhante,MS,2026-07-04,,True
84e46a9e-771f-4920-8c1f-58665b33c11d,dc643b60537f44f35b2f91610ea64153,sudeste,eugenopolis,MG,2026-07-04,,True
4a4ff8b1-c7f2-441f-8757-6b5eaa2a9ae1,f1a7919983d547880b4111fd4f77c74d,norte,belem,PA,2026-07-04,,True
af350eeb-46b3-4f76-88da-c91dfccaee35,fd3c867c2bcd048675609cf2b0f1aedb,sudeste,sao jose do rio preto,SP,2026-07-04,,True
8776097d-5375-408b-beff-d6389476c842,05292bc3f6db7fd79133285a32a82d53,sudeste,paulinia,SP,2026-07-04,,True
32cac86d-165d-4110-b337-d7517a44295a,7530369a1ddf13882910895b0559423d,sudeste,sao paulo,SP,2026-07-04,,True
c2164a2d-8008-45b0-9214-c427fb7a5c15,a43149b43ab4253753f89fb6909d1371,sudeste,jundiai,SP,2026-07-04,,True
13b58284-fdf6-4d87-8de7-d4c92ceb47d5,c230d0a507ccf302b339305e2acf3376,sudeste,sao paulo,SP,2026-07-04,,True
2d426a3d-c741-487f-a155-b597293a23a8,58e1140fb8f15f1a010d01a34bfbf77d,sudeste,santo andre,SP,2026-07-04,,True
b2f5dce7-100e-4106-862f-27809ccdf5ff,9316f45a5da8403a5938bd6069b1a4a7,sudeste,sao jose dos campos,SP,2026-07-04,,True
e8f6c1cb-6053-489b-9364-0a8797b328aa,1605a6c5d93d3488fb621c5323930795,sudeste,rio de janeiro,RJ,2026-07-04,,True
c656b8a0-87b1-4432-98b9-c52bf9edb189,25775ec7ac8aff278f093e8614bb3331,sudeste,campinas,SP,2026-07-04,,True
d83edf1c-08df-4357-8c80-de0b55834bf5,317a5bc8cf58c4401e221c74d7a51982,sudeste,belo horizonte,MG,2026-07-04,,True
bf1c24b3-4291-457d-bebd-34e1a6d45350,95363f351776a3f8a43145c79a046053,sul,apucarana,PR,2026-07-04,,True
